"hh_id","region","urban","sex_head","age_head","education_head","employment_type","asset_index","subjective_poverty","food_insecurity","household_size","program_access","chronic_illness"
1007,"South","Rural","Female",40,"None","Formal","Medium","Average","Mild",5,0,0
1008,"South","Rural","Male",59,"Primary","Subsistence","Low","Average","Secure",4,0,0
1009,"Central","Rural","Male",55,"Primary","Formal","Medium","Well-off","Secure",2,1,0
1010,"South","Urban","Male",43,"Secondary+","Subsistence","Medium","Poor","Severe",9,0,0
1011,"South","Rural","Male",41,"Secondary+","Informal","Low","Well-off","Severe",5,0,0
1012,"Central","Rural","Female",28,"None","Subsistence","Medium","Poor","Mild",6,0,0
1013,"South","Rural","Male",37,"None","Subsistence","Low","Poor","Moderate",3,1,0
1014,"North","Urban","Female",76,"Secondary+","Formal","High","Well-off","Severe",8,0,0
1015,"Central","Rural","Male",45,"Primary","Informal","Low","Poor","Moderate",2,0,0
1016,"Central","Urban","Female",56,"None","Subsistence","Low","Poor","Moderate",5,1,1
1017,"North","Urban","Female",43,"None","Formal","High","Average","Secure",4,0,0
1018,"North","Rural","Male",52,"Secondary+","Subsistence","Low","Average","Secure",9,0,0
1019,"South","Rural","Female",44,"Secondary+","Formal","Low","Average","Severe",5,1,0
1020,"South","Rural","Male",61,"None","Formal","Medium","Well-off","Severe",2,1,0
1021,"South","Rural","Male",39,"Secondary+","Subsistence","High","Average","Moderate",2,1,0
1022,"Central","Urban","Male",24,"Primary","Subsistence","Medium","Poor","Moderate",2,0,0
1023,"South","Rural","Male",56,"Primary","Formal","Medium","Average","Secure",3,1,1
1024,"South","Rural","Female",42,"Secondary+","Subsistence","High","Average","Secure",6,0,0
1025,"Central","Rural","Female",63,"Primary","Formal","Medium","Poor","Moderate",6,0,0
1026,"South","Rural","Male",46,"None","Subsistence","Medium","Poor","Mild",3,0,0
1027,"North","Urban","Male",62,"None","Subsistence","Low","Average","Severe",5,1,0
1028,"South","Rural","Male",49,"None","Formal","Low","Poor","Moderate",5,0,0
1029,"South","Urban","Male",41,"Secondary+","Formal","High","Average","Moderate",8,1,0
1030,"South","Rural","Female",54,"Secondary+","Subsistence","High","Well-off","Secure",1,0,0
1031,"Central","Rural","Male",39,"Primary","Subsistence","Medium","Poor","Mild",3,1,0
1032,"Central","Rural","Male",65,"Secondary+","Informal","Low","Average","Secure",3,1,0
1033,"North","Rural","Male",47,"Secondary+","Subsistence","Medium","Average","Severe",9,0,1
1034,"North","Urban","Male",21,"None","Formal","High","Average","Moderate",9,0,0
1035,"South","Rural","Male",39,"Secondary+","Informal","Medium","Average","Secure",7,0,0
1036,"Central","Rural","Male",25,"Primary","Subsistence","High","Average","Secure",6,0,0
1037,"South","Rural","Female",19,"None","Subsistence","Low","Average","Moderate",6,1,0
1038,"South","Urban","Male",46,"Secondary+","Informal","Low","Well-off","Secure",1,0,0
1039,"North","Urban","Female",53,"None","Formal","High","Average","Mild",10,0,0
1040,"Central","Rural","Female",36,"Secondary+","Informal","High","Poor","Moderate",3,0,0
1041,"South","Rural","Male",29,"Secondary+","Formal","Medium","Poor","Secure",1,0,1
1042,"North","Urban","Male",38,"Secondary+","Informal","Low","Well-off","Severe",5,0,0
1043,"South","Urban","Female",26,"Secondary+","Informal","High","Well-off","Severe",5,0,0
1044,"Central","Rural","Female",53,"Primary","Formal","Low","Well-off","Severe",6,1,0
1045,"Central","Rural","Male",52,"None","Informal","Low","Poor","Secure",7,1,0
1046,"South","Rural","Male",26,"Secondary+","Informal","High","Poor","Secure",7,1,0
1047,"North","Rural","Male",38,"Secondary+","Formal","Low","Poor","Mild",5,1,0
1048,"North","Rural","Male",58,"Secondary+","Informal","Low","Well-off","Secure",9,1,0
1049,"South","Urban","Female",43,"Secondary+","Subsistence","High","Well-off","Moderate",10,0,0
1050,"South","Urban","Male",45,"Secondary+","Subsistence","Medium","Average","Secure",2,1,1
1051,"Central","Rural","Male",50,"Primary","Informal","Medium","Well-off","Secure",5,0,0
1052,"South","Rural","Male",53,"Primary","Informal","Medium","Poor","Secure",8,1,0
1053,"South","Rural","Male",59,"Primary","Informal","Low","Poor","Moderate",3,0,0
1054,"South","Rural","Female",54,"Secondary+","Subsistence","High","Well-off","Mild",10,1,0
1055,"North","Urban","Male",28,"Primary","Informal","Medium","Average","Moderate",4,0,0
1056,"North","Rural","Male",41,"Primary","Formal","High","Average","Secure",6,0,0
1057,"South","Rural","Female",49,"Primary","Informal","Low","Well-off","Mild",8,0,0
1058,"North","Rural","Male",44,"None","Formal","Low","Poor","Secure",5,1,0
1059,"North","Rural","Male",19,"Primary","Subsistence","High","Poor","Secure",2,0,0
1060,"South","Urban","Male",36,"None","Subsistence","Low","Poor","Secure",4,1,0
1061,"Central","Rural","Female",57,"None","Subsistence","High","Poor","Severe",6,0,0
1062,"Central","Rural","Male",47,"Secondary+","Informal","High","Poor","Severe",2,1,1
1063,"North","Urban","Male",27,"Primary","Informal","High","Well-off","Moderate",4,0,0
1064,"Central","Urban","Female",48,"Secondary+","Informal","High","Average","Mild",6,0,0
1065,"South","Urban","Male",43,"None","Informal","Low","Poor","Secure",3,0,0
1066,"North","Rural","Male",53,"None","Subsistence","Low","Well-off","Mild",7,0,0
1067,"North","Rural","Male",70,"None","Formal","Low","Poor","Secure",6,1,0
1068,"North","Rural","Female",27,"Secondary+","Informal","Low","Poor","Moderate",9,1,0
1069,"North","Urban","Female",39,"Primary","Formal","Medium","Average","Severe",1,1,1
1070,"North","Urban","Male",43,"Secondary+","Formal","Low","Poor","Moderate",4,0,0
1071,"North","Urban","Male",19,"Primary","Subsistence","High","Average","Secure",4,1,0
1072,"Central","Rural","Male",45,"None","Formal","Medium","Poor","Severe",4,0,0
1073,"Central","Rural","Male",38,"None","Formal","Low","Poor","Moderate",2,1,1
1074,"Central","Rural","Male",72,"Secondary+","Informal","Medium","Poor","Severe",3,0,0
1075,"South","Rural","Female",10,"Secondary+","Subsistence","Medium","Poor","Secure",3,1,0
1076,"Central","Urban","Male",63,"None","Subsistence","High","Average","Moderate",1,0,0
1077,"Central","Rural","Male",57,"Secondary+","Subsistence","Low","Well-off","Secure",9,0,1
1078,"Central","Urban","Female",54,"Secondary+","Subsistence","Medium","Poor","Moderate",10,0,0
1079,"North","Rural","Male",47,"Primary","Informal","Low","Well-off","Moderate",5,0,0
1080,"Central","Rural","Male",36,"None","Informal","Medium","Average","Mild",1,0,0
1081,"South","Urban","Female",58,"None","Formal","Low","Average","Moderate",9,0,0
1082,"North","Rural","Female",34,"Primary","Subsistence","Low","Average","Mild",8,0,0
1083,"South","Rural","Female",53,"Secondary+","Informal","Low","Poor","Moderate",9,1,0
1084,"South","Urban","Male",50,"Secondary+","Subsistence","Low","Average","Moderate",5,1,0
1085,"South","Rural","Male",58,"Primary","Subsistence","Low","Poor","Secure",10,0,0
1086,"North","Rural","Female",38,"Primary","Informal","Low","Poor","Severe",4,0,0
1087,"South","Rural","Female",38,"None","Informal","Medium","Poor","Mild",6,0,1
1088,"Central","Rural","Female",49,"Secondary+","Informal","Low","Poor","Mild",7,1,0
1089,"North","Rural","Male",49,"Secondary+","Subsistence","Medium","Well-off","Mild",9,0,0
1090,"South","Rural","Female",61,"Secondary+","Informal","Medium","Well-off","Severe",2,1,0
1091,"Central","Urban","Male",51,"Primary","Informal","High","Well-off","Severe",3,0,0
1092,"Central","Rural","Male",47,"Primary","Formal","Low","Average","Severe",2,0,0
1093,"South","Rural","Female",55,"Secondary+","Subsistence","High","Average","Secure",6,1,0
1094,"South","Rural","Male",38,"Primary","Informal","Low","Average","Secure",5,0,0
1095,"South","Rural","Male",58,"Secondary+","Subsistence","Low","Well-off","Secure",3,0,0
1096,"North","Urban","Female",33,"Secondary+","Subsistence","High","Well-off","Moderate",2,0,0
1097,"North","Rural","Male",49,"None","Informal","Low","Well-off","Secure",9,1,1
1098,"South","Rural","Female",25,"Primary","Informal","Medium","Poor","Secure",1,1,0
1099,"South","Rural","Female",48,"None","Informal","Low","Well-off","Secure",1,1,0
1100,"North","Rural","Male",26,"Primary","Formal","Medium","Poor","Secure",7,1,1
1101,"South","Urban","Male",42,"Primary","Formal","Medium","Average","Severe",9,0,1
1102,"Central","Urban","Female",24,"Secondary+","Subsistence","Low","Poor","Secure",1,1,1
1103,"South","Rural","Female",37,"Secondary+","Subsistence","High","Well-off","Secure",9,0,0
1104,"South","Urban","Male",36,"Primary","Informal","High","Average","Moderate",2,0,1
1105,"North","Rural","Male",52,"None","Formal","Medium","Average","Secure",8,0,0
1106,"North","Urban","Male",38,"Secondary+","Subsistence","Low","Poor","Secure",8,1,1
1107,"North","Rural","Male",36,"Primary","Informal","Medium","Well-off","Secure",3,0,0
1108,"North","Urban","Male",60,"Secondary+","Formal","Medium","Average","Secure",1,1,0
1109,"Central","Rural","Female",65,"None","Formal","Low","Average","Moderate",10,1,1
1110,"Central","Rural","Male",58,"Primary","Formal","Medium","Poor","Moderate",2,0,0
1111,"South","Rural","Male",27,"Primary","Formal","Medium","Average","Moderate",9,0,0
1112,"South","Rural","Male",60,"None","Formal","Medium","Average","Secure",9,0,0
1113,"Central","Urban","Male",30,"Secondary+","Subsistence","High","Average","Mild",9,0,1
1114,"North","Urban","Male",44,"None","Informal","Low","Average","Secure",10,0,0
1115,"North","Rural","Male",54,"Primary","Subsistence","High","Well-off","Severe",10,1,0
1116,"South","Urban","Male",42,"Primary","Subsistence","High","Well-off","Secure",2,1,1
1117,"Central","Rural","Female",43,"Primary","Formal","Medium","Average","Secure",3,1,0
1118,"North","Urban","Male",47,"Secondary+","Subsistence","Low","Poor","Secure",8,1,0
1119,"North","Rural","Male",50,"Primary","Formal","High","Well-off","Moderate",7,1,0
1120,"Central","Urban","Male",50,"None","Subsistence","High","Average","Moderate",10,0,1
1121,"South","Rural","Male",24,"None","Formal","Medium","Well-off","Secure",1,0,0
1122,"North","Rural","Male",43,"Secondary+","Subsistence","Medium","Poor","Secure",9,0,0
1123,"Central","Rural","Male",48,"Secondary+","Informal","High","Average","Mild",5,0,0
1124,"North","Urban","Male",52,"Primary","Subsistence","Medium","Well-off","Mild",5,0,0
1125,"Central","Urban","Male",41,"Secondary+","Formal","Low","Poor","Secure",5,1,0
1126,"South","Urban","Female",37,"Primary","Subsistence","Low","Poor","Secure",9,0,0
1127,"Central","Urban","Female",29,"None","Informal","Medium","Average","Mild",3,1,0
1128,"North","Rural","Female",36,"None","Formal","High","Well-off","Severe",6,0,0
1129,"South","Urban","Male",44,"None","Subsistence","Low","Average","Secure",10,1,1
1130,"South","Rural","Male",37,"Primary","Informal","Medium","Well-off","Severe",5,0,0
1131,"North","Rural","Male",52,"Secondary+","Informal","Medium","Well-off","Moderate",6,0,0
1132,"Central","Rural","Male",49,"None","Subsistence","Medium","Well-off","Moderate",3,0,0
1133,"North","Rural","Male",26,"None","Informal","Low","Average","Moderate",7,1,1
1134,"North","Urban","Male",49,"Secondary+","Subsistence","High","Poor","Moderate",3,1,0
1135,"North","Rural","Male",52,"Primary","Subsistence","Low","Poor","Secure",4,1,0
1136,"South","Rural","Male",42,"None","Formal","Low","Average","Severe",9,0,0
1137,"South","Urban","Female",45,"Primary","Formal","Medium","Average","Mild",6,0,0
1138,"Central","Rural","Female",40,"Secondary+","Informal","High","Average","Secure",10,1,0
1139,"Central","Urban","Male",41,"Primary","Formal","Medium","Poor","Severe",6,0,0
1140,"Central","Rural","Male",33,"Secondary+","Subsistence","Low","Average","Secure",2,0,1
1141,"South","Rural","Female",50,"Secondary+","Subsistence","Low","Poor","Moderate",1,0,0
1142,"Central","Urban","Male",30,"Primary","Informal","Medium","Poor","Severe",7,1,0
1143,"North","Urban","Male",38,"Primary","Formal","Low","Well-off","Secure",9,0,0
1144,"North","Urban","Male",34,"Primary","Subsistence","High","Well-off","Secure",7,1,0
1145,"North","Urban","Female",35,"None","Informal","Medium","Well-off","Secure",10,0,0
1146,"North","Rural","Male",41,"Secondary+","Informal","Low","Poor","Secure",8,0,0
1147,"South","Rural","Male",39,"Primary","Informal","Low","Average","Moderate",3,0,1
1148,"Central","Rural","Female",37,"Primary","Subsistence","Low","Poor","Secure",7,0,0
1149,"Central","Rural","Female",42,"Primary","Formal","Medium","Poor","Moderate",8,0,0
1150,"North","Urban","Female",26,"Primary","Subsistence","Low","Poor","Secure",7,0,0
1151,"South","Urban","Female",46,"None","Subsistence","Medium","Poor","Secure",9,0,1
1152,"North","Rural","Male",53,"None","Formal","Low","Average","Secure",1,1,0
1153,"South","Urban","Male",30,"Secondary+","Formal","Low","Average","Severe",1,1,0
1154,"Central","Rural","Female",28,"Secondary+","Informal","Medium","Well-off","Severe",9,1,0
1155,"Central","Urban","Male",72,"Secondary+","Subsistence","Low","Well-off","Mild",2,0,0
1156,"Central","Urban","Male",48,"Primary","Subsistence","High","Well-off","Mild",4,0,0
1157,"South","Urban","Male",46,"Secondary+","Informal","High","Average","Mild",4,0,0
1158,"North","Urban","Female",43,"None","Formal","Low","Well-off","Secure",3,0,0
1159,"North","Rural","Female",51,"None","Formal","Low","Well-off","Severe",9,0,0
1160,"North","Rural","Male",45,"Primary","Subsistence","Low","Well-off","Moderate",2,0,0
1161,"Central","Rural","Male",38,"Primary","Informal","Low","Poor","Secure",3,0,0
1162,"North","Rural","Male",40,"None","Informal","Low","Well-off","Secure",4,0,0
1163,"Central","Urban","Male",41,"Primary","Formal","High","Well-off","Secure",2,1,0
1164,"Central","Urban","Male",41,"Primary","Informal","Medium","Well-off","Mild",5,0,0
1165,"Central","Rural","Female",36,"Secondary+","Informal","Low","Poor","Mild",3,1,0
1166,"South","Rural","Female",58,"None","Formal","Medium","Average","Secure",7,0,0
1167,"North","Rural","Male",46,"Primary","Subsistence","Low","Poor","Secure",9,1,0
1168,"Central","Rural","Male",36,"Primary","Subsistence","Medium","Poor","Secure",5,1,0
1169,"South","Urban","Female",52,"Secondary+","Subsistence","Low","Average","Mild",9,1,0
1170,"North","Rural","Female",49,"None","Subsistence","Low","Average","Secure",8,1,0
1171,"South","Rural","Male",43,"Primary","Formal","Low","Well-off","Moderate",4,1,1
1172,"North","Rural","Male",50,"Primary","Informal","High","Average","Secure",7,0,0
1173,"South","Rural","Male",34,"Primary","Formal","Low","Poor","Mild",8,1,0
1174,"Central","Rural","Male",43,"Primary","Informal","Low","Poor","Secure",5,0,0
1175,"North","Rural","Male",33,"None","Formal","Medium","Poor","Secure",2,0,0
1176,"Central","Urban","Male",31,"Secondary+","Formal","Low","Well-off","Secure",4,0,0
1177,"Central","Urban","Female",41,"Secondary+","Formal","Low","Average","Mild",1,0,0
1178,"North","Rural","Male",47,"None","Formal","Low","Well-off","Moderate",2,1,1
1179,"Central","Urban","Male",34,"Primary","Subsistence","Medium","Poor","Secure",4,1,0
1180,"North","Rural","Male",43,"Secondary+","Subsistence","Medium","Average","Mild",4,0,1
1181,"Central","Urban","Female",23,"Primary","Informal","Medium","Well-off","Moderate",3,0,1
1182,"South","Rural","Male",40,"None","Formal","Low","Average","Secure",1,0,1
1183,"Central","Urban","Male",59,"Secondary+","Formal","Medium","Well-off","Mild",7,0,0
1184,"South","Rural","Male",31,"Primary","Subsistence","High","Average","Secure",10,0,0
1185,"South","Urban","Male",31,"Secondary+","Subsistence","Low","Well-off","Secure",1,1,1
1186,"Central","Rural","Male",42,"None","Informal","Medium","Poor","Mild",1,1,0
1187,"Central","Urban","Female",51,"Secondary+","Subsistence","Low","Well-off","Severe",6,0,1
1188,"Central","Rural","Male",60,"Secondary+","Informal","Medium","Poor","Moderate",9,0,0
1189,"North","Rural","Male",77,"Secondary+","Informal","Medium","Well-off","Moderate",8,1,0
1190,"South","Rural","Female",55,"Primary","Subsistence","Low","Average","Mild",8,0,1
1191,"North","Rural","Male",53,"Primary","Subsistence","High","Average","Secure",3,1,1
1192,"South","Rural","Female",69,"Primary","Subsistence","Medium","Average","Moderate",1,0,1
1193,"Central","Rural","Female",41,"Primary","Subsistence","Medium","Poor","Severe",2,0,0
1194,"Central","Urban","Male",42,"Secondary+","Formal","Low","Poor","Moderate",6,0,0
1195,"Central","Urban","Male",48,"Secondary+","Subsistence","Low","Poor","Mild",2,1,0
1196,"Central","Rural","Female",28,"Secondary+","Informal","Low","Poor","Moderate",7,1,1
1197,"South","Rural","Female",23,"Secondary+","Subsistence","Low","Average","Moderate",5,0,0
1198,"Central","Rural","Male",67,"Secondary+","Informal","Low","Average","Severe",9,1,0
1199,"South","Rural","Male",38,"Primary","Subsistence","Low","Average","Mild",4,1,0
1200,"South","Urban","Male",40,"Primary","Subsistence","Low","Average","Moderate",9,0,0
